t,step,run_id,sat_id,station_id,active,beam,channel,elev_deg,az_deg,range_km,scan_deg,snr_db,sinr_db,inr_db,ber,rain_fade_db,alloc_bw_hz,alloc_power_w,rate_bps,clean_rate_bps,bits_delivered,slewing,session_age_s
0.0,0,52bb211583b2,SAT-104,Bengaluru-ISTRAC,True,3,0,75.62687379210288,3.615180413031804,617.6462116165609,14.373126207897116,18.929195429711996,14.720284505235604,2.1369578357059646,2.5872894898068286e-08,0.0,50000000.0,1.3636363636363638,246891361.43366444,275000000.0,1975130891.4693155,True,0.0
0.0,0,52bb211583b2,SAT-105,Bengaluru-ISTRAC,False,,,74.56098652951663,103.182222526906,620.4317207573849,15.439013470483374,24.50332873824702,24.50332873824702,-300.0,1.339316643176744e-63,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-106,Bengaluru-ISTRAC,False,,,56.74528920790508,126.2149707806364,704.6791939484491,33.25471079209492,22.547671958522884,22.547671958522884,-300.0,2.6921027272668426e-41,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-107,Bengaluru-ISTRAC,False,,,42.52505307836873,132.1619248373693,846.3229695108862,47.47494692163127,19.669949170811734,19.669949170811734,-300.0,3.0706374243327975e-22,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-108,Bengaluru-ISTRAC,False,,,32.32833729019204,134.8200664401119,1021.6346063794533,57.67166270980796,16.59521431056325,16.59521431056325,-300.0,7.038772437876262e-12,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-201,Ahmedabad-SAC,True,3,0,32.17070415519318,213.5468602188167,1025.0644657177122,57.82929584480682,10.914932182613029,8.279599789117455,-0.7853953459144886,0.004742498902575315,3.0,50000000.0,10,147515454.93215278,142124106.7513101,1180123639.4572222,True,0.0
0.0,0,52bb211583b2,SAT-202,Ahmedabad-SAC,False,,,42.3024306633677,210.89062082130084,849.3346676310841,47.6975693366323,12.155828953773053,12.155828953773053,-300.0,2.5267528483752583e-05,3.0,50000000.0,5,0.0,206166474.0311447,0.0,False,0.0
0.0,0,52bb211583b2,SAT-203,Ahmedabad-SAC,False,,,56.43054528856323,204.98621334152006,706.937247876596,33.56945471143677,15.89761526171975,15.89761526171975,-300.0,2.2497297113630658e-10,3.0,50000000.0,5,0.0,265885386.54766977,0.0,False,0.0
0.0,0,52bb211583b2,SAT-204,Ahmedabad-SAC,False,,,74.19108065181045,182.54834373726763,621.4497886567825,15.808919348189548,18.360397825648818,18.360397825648818,-300.0,6.169071974540567e-17,3.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-205,Delhi,False,,,36.59445776292395,209.21990296213096,938.0218394359968,53.40554223707605,15.008045084489396,15.008045084489396,-300.0,9.082633559181686e-09,0.0,50000000.0,5,0.0,251519917.20991278,0.0,False,0.0
0.0,0,52bb211583b2,SAT-205,Ahmedabad-SAC,False,,,75.8416121403089,83.81901775057372,617.1113640933632,14.158387859691103,18.491124412404375,18.491124412404375,-300.0,2.1327901599276367e-17,3.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-206,Delhi,False,,,48.14898782954213,203.1314874142904,779.4202986174972,41.85101217045787,17.97489656558598,17.97489656558598,-300.0,1.1841357115982678e-15,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-206,Ahmedabad-SAC,False,,,58.081495273937776,56.746943885059345,695.447055292776,31.918504726062224,16.217297387532113,16.217297387532113,-300.0,4.919221422662585e-11,3.0,50000000.0,5,0.0,271066725.293898,0.0,False,0.0
0.0,0,52bb211583b2,SAT-207,Delhi,False,,,63.0815556073455,187.75967955409973,665.6008156057562,26.9184443926545,20.427747644756494,20.427747644756494,-300.0,4.105259002526679e-26,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-207,Ahmedabad-SAC,False,,,43.50751024861544,50.22090188939608,833.3877143011333,46.49248975138456,12.5579573887334,12.5579573887334,-300.0,1.0920062819775005e-05,3.0,50000000.0,5,0.0,212478711.46397263,0.0,False,0.0
0.0,0,52bb211583b2,SAT-208,Delhi,False,,,74.05590282729757,133.95527185065194,621.8285021043573,15.944097172702428,21.46904248246048,21.46904248246048,-300.0,1.1733228487481366e-32,0.0,50000000.0,5,0.0,275000000.0,0.0,False,0.0
0.0,0,52bb211583b2,SAT-208,Ahmedabad-SAC,False,,,33.03410460077607,47.3823735381801,1006.595712025694,56.96589539922393,8.339912238168083,8.339912238168083,-300.0,0.004498936283677301,3.0,50000000.0,5,0.0,148388394.72515032,0.0,False,0.0
