target_elev_deg,achieved_elev_deg,weather_state,power_allocator,seed,delivered_gbit,completion_rate,sla_compliance,drop_rate,mean_wait_s,beam_utilization,fairness,mean_decision_ms,energy_kj,gb_per_kj,sessions_interrupted,mean_recovery_s,proactive_handovers,wall_time_s
60.0,59.891726024229335,light_rain,adaptive,0,480.0,1.0,1.0,7.947285970052083e-17,0.0,0.18,0.9999999999999999,0.003929166640167144,17.185227272727296,27.930966078159056,0,0.0,0,0.057330899999215035
60.0,59.891726024229335,light_rain,adaptive,1,480.0,1.0,1.0,7.947285970052083e-17,0.0,0.17958333333333334,1.0,0.003892499929255185,17.17840909090912,27.942051994443293,0,0.0,0,0.0568991999989521
60.0,59.891726024229335,light_rain,adaptive,2,480.0,1.0,1.0,1.2715657552083334e-16,0.0,0.18,1.0,0.004000833420529185,17.163636363636396,27.966101694915203,0,0.0,0,0.05662320000010368
60.0,59.891726024229335,heavy_rain,fixed,0,452.5316549432678,0.0,1.0,0.05722571886819199,403.75,0.23,0.9999959825725016,0.006661250040451705,13.8,32.79214890893245,0,0.0,0,0.0789892000011605
60.0,59.891726024229335,heavy_rain,fixed,1,452.30175893998955,0.0,1.0,0.05770466887502174,405.625,0.22958333333333333,0.9999922801985008,0.006669999917600459,13.775,32.83497342577056,0,0.0,0,0.07967060000009951
60.0,59.891726024229335,heavy_rain,fixed,2,452.31571635473887,0.0,1.0,0.05767559092762734,408.125,0.23,0.9999897627620351,0.006523749986323916,13.8,32.776501185126,0,0.0,0,0.0792312999983551
60.0,59.891726024229335,heavy_rain,adaptive,0,479.99999999999994,1.0,1.0,1.7484029134114582e-16,0.0,0.18,0.9999999999999997,0.00420708320234553,22.0,21.818181818181817,0,0.0,0,0.058216299999912735
60.0,59.891726024229335,heavy_rain,adaptive,1,479.99999999999994,1.0,1.0,1.5894571940104166e-16,0.0,0.18,0.9999999999999999,0.004481666708973838,22.0,21.818181818181817,0,0.0,0,0.05833580000034999
60.0,59.891726024229335,heavy_rain,adaptive,2,480.0,1.0,1.0,6.357828776041667e-17,0.0,0.18,1.0,0.004442916694339752,22.0,21.818181818181817,0,0.0,0,0.06141399999978603
60.0,59.891726024229335,storm,fixed,0,337.7119061079445,0.0,1.0,0.2964335289417821,433.125,0.19166666666666668,0.9999857755616559,0.007316249889299797,11.5,29.366252705038654,0,0.0,0,0.08402589999968768
60.0,59.891726024229335,storm,fixed,1,337.1243147394561,0.0,1.0,0.2976576776261331,435.0,0.19041666666666668,0.999991836967838,0.007147499900383991,11.425,29.507598664285,0,0.0,0,0.08314939999945636
60.0,59.891726024229335,storm,fixed,2,337.31537093541533,0.0,1.0,0.2972596438845513,437.5,0.19125,0.9999682367259084,0.007387083292087482,11.475,29.395675027051446,0,0.0,0,0.08453600000029837
60.0,59.891726024229335,storm,adaptive,0,434.2493601085502,0.0,1.0,0.09531383310718698,433.125,0.19166666666666668,0.9999868228868105,0.007516250010060806,23.0,18.880406961241313,0,0.0,0,0.08761729999969248
60.0,59.891726024229335,storm,adaptive,1,433.310499763691,0.0,1.0,0.09726979215897723,435.0,0.19041666666666668,0.9999950178950759,0.007195416643905143,22.85,18.963260383531335,0,0.0,0,0.08433939999849827
60.0,59.891726024229335,storm,adaptive,2,433.74948303737244,0.0,1.0,0.09635524367214068,437.5,0.19125,0.999975913042619,0.007071249941266918,22.95,18.899759609471566,0,0.0,0,0.0827556000003824
60.0,59.891726024229335,extreme,fixed,0,111.26725774971902,0.0,1.0,0.7681932130214187,498.125,0.10458333333333333,0.9998827889603121,0.008004583408668017,6.275,17.73183390433769,0,0.0,0,0.08250090000001364
60.0,59.891726024229335,extreme,fixed,1,110.87187249397118,0.0,1.0,0.7690169323042266,500.0,0.10375,0.9999524045353034,0.007936666634122957,6.225,17.81074256931264,0,0.0,0,0.08188780000091356
60.0,59.891726024229335,extreme,fixed,2,110.92414441631296,0.0,1.0,0.7689080324660147,503.125,0.10416666666666667,0.9997936228316125,0.008081249999728849,6.25,17.747863106610072,0,0.0,0,0.08286909999878844
60.0,59.891726024229335,extreme,adaptive,0,158.08054817366852,0.0,1.0,0.6706655246381906,498.125,0.10458333333333333,0.9998829717325026,0.007955833287572508,12.55,12.596059615431754,0,0.0,0,0.08367139999973006
60.0,59.891726024229335,extreme,adaptive,1,157.44369569922188,0.0,1.0,0.6719923006266211,500.0,0.10375,0.9999615077694409,0.007814583303418962,12.45,12.646079975841115,0,0.0,0,0.08245819999865489
60.0,59.891726024229335,extreme,adaptive,2,157.59180756909532,0.0,1.0,0.6716837342310514,503.125,0.10416666666666667,0.9998180390031121,0.008048333340108607,12.5,12.607344605527626,0,0.0,0,0.0836156999994273
80.0,80.25304494833398,clear,fixed,0,480.0,1.0,1.0,4.76837158203125e-17,0.0,0.16,1.0,0.0037300000182464523,9.8,48.97959183673469,0,0.0,0,0.04966410000088217
80.0,80.25304494833398,clear,fixed,1,480.0,1.0,1.0,4.76837158203125e-17,0.0,0.16,0.9999999999999999,0.003975833275641587,9.8,48.97959183673469,0,0.0,0,0.051434299999527866
80.0,80.25304494833398,clear,fixed,2,480.0,1.0,1.0,3.1789143880208334e-17,0.0,0.16,1.0,0.00391583328867758,9.8,48.97959183673469,0,0.0,0,0.05217799999991257
80.0,80.25304494833398,clear,adaptive,0,480.0,1.0,1.0,3.1789143880208334e-17,0.0,0.14666666666666667,0.9999999999999999,0.004168750009133267,12.88295454545463,37.25853400370444,0,0.0,0,0.05339060000005702
80.0,80.25304494833398,clear,adaptive,1,480.0,1.0,1.0,6.357828776041667e-17,0.0,0.14666666666666667,1.0,0.003911666696391573,12.943409090909176,37.08451124650991,0,0.0,0,0.0526384999993752
80.0,80.25304494833398,clear,adaptive,2,480.00000000000006,1.0,1.0,4.76837158203125e-17,0.0,0.14666666666666667,1.0000000000000002,0.003796666654428312,12.887272727272808,37.24604966139932,0,0.0,0,0.05250970000088273
80.0,80.25304494833398,light_rain,fixed,0,480.0,1.0,1.0,9.5367431640625e-17,0.0,0.19666666666666666,1.0,0.003911250018973078,12.0,40.0,0,0.0,0,0.054509999999936554
80.0,80.25304494833398,light_rain,fixed,1,480.0,1.0,1.0,1.1126200358072918e-16,0.0,0.19666666666666666,0.9999999999999999,0.0038404166843974963,12.0,40.0,0,0.0,0,0.054192800000237185
80.0,80.25304494833398,light_rain,fixed,2,479.99999999999994,1.0,1.0,1.430511474609375e-16,0.0,0.19666666666666666,0.9999999999999997,0.003699583263975607,12.0,39.99999999999999,0,0.0,0,0.05271279999942635
80.0,80.25304494833398,light_rain,adaptive,0,480.00000000000006,1.0,1.0,6.357828776041667e-17,0.0,0.17958333333333334,1.0000000000000002,0.0036770833351814267,17.325227272727254,27.705264262570378,0,0.0,0,0.05414259999997739
80.0,80.25304494833398,light_rain,adaptive,1,480.0,1.0,1.0,9.5367431640625e-17,0.0,0.18,1.0000000000000002,0.003653750021233767,17.353636363636355,27.659908848027673,0,0.0,0,0.05361400000037975
80.0,80.25304494833398,light_rain,adaptive,2,480.0,1.0,1.0,7.947285970052083e-17,0.0,0.17958333333333334,0.9999999999999997,0.00370249997558858,17.303636363636368,27.73983398129662,0,0.0,0,0.05436269999881915
80.0,80.25304494833398,heavy_rain,fixed,0,446.8906858268843,0.0,1.0,0.06897773786065786,406.875,0.22791666666666666,0.9999857280271608,0.006813333372216827,13.675,32.67939201659117,0,0.0,0,0.08057779999944614
80.0,80.25304494833398,heavy_rain,fixed,1,447.3036395296583,0.0,1.0,0.0681174176465452,407.5,0.22875,0.9999849679410314,0.006759583357052179,13.725,32.59042910962902,0,0.0,0,0.07928119999996852
80.0,80.25304494833398,heavy_rain,fixed,2,447.40969819084785,0.0,1.0,0.06789646210240036,410.0,0.22875,0.9999732963816369,0.006564583433525209,13.725,32.59815651663737,0,0.0,0,0.07880509999995411
80.0,80.25304494833398,heavy_rain,adaptive,0,480.0,1.0,1.0,4.76837158203125e-17,0.0,0.18,0.9999999999999999,0.004223333326081047,22.0,21.818181818181817,0,0.0,0,0.05750419999822043
80.0,80.25304494833398,heavy_rain,adaptive,1,480.0,1.0,1.0,6.357828776041667e-17,0.0,0.18,0.9999999999999999,0.004350416710015756,22.0,21.818181818181817,0,0.0,0,0.05830199999945762
80.0,80.25304494833398,heavy_rain,adaptive,2,480.0,1.0,1.0,7.947285970052083e-17,0.0,0.18,1.0000000000000002,0.004374166640748929,22.0,21.818181818181817,0,0.0,0,0.0576297000006889
80.0,80.25304494833398,storm,fixed,0,332.46351854488813,0.0,1.0,0.3073676696981498,435.0,0.19041666666666668,0.9999803696606503,0.006977500023216028,11.425,29.099651513775765,0,0.0,0,0.07903569999871252
80.0,80.25304494833398,storm,fixed,1,332.35623153945266,0.0,1.0,0.307591184292807,435.625,0.19,0.9999821270176763,0.006768333317571281,11.4,29.154055398197602,0,0.0,0,0.07844809999915014
80.0,80.25304494833398,storm,fixed,2,332.4586074147055,0.0,1.0,0.3073779012193634,439.375,0.19,0.9999422804117759,0.006885833325516918,11.4,29.163035738132063,0,0.0,0,0.07868870000129391
80.0,80.25304494833398,storm,adaptive,0,428.94466146852676,0.0,1.0,0.10636528860723597,435.0,0.19041666666666668,0.9999851952019123,0.007009583365894893,22.85,18.772195250263753,0,0.0,0,0.080607300000338
80.0,80.25304494833398,storm,adaptive,1,428.7154991983312,0.0,1.0,0.1068427100034766,435.625,0.19,0.999989934984032,0.006971249975625445,22.8,18.80331136834786,0,0.0,0,0.08069700000123703
80.0,80.25304494833398,storm,adaptive,2,428.78927717653016,0.0,1.0,0.1066890058822288,439.375,0.19,0.9999555132583257,0.006987083315834752,22.8,18.806547244584657,0,0.0,0,0.08089099999961036
80.0,80.25304494833398,extreme,fixed,0,106.6681348888471,0.0,1.0,0.7777747189815686,501.875,0.10208333333333333,0.9997967293545297,0.007662083400343059,6.125,17.415205696138305,0,0.0,0,0.0783460999991803
80.0,80.25304494833398,extreme,fixed,1,107.07253551615527,0.0,1.0,0.7769322176746768,501.25,0.10291666666666667,0.999842840086452,0.007732500057500147,6.175,17.339681864964415,0,0.0,0,0.07948910000050091
80.0,80.25304494833398,extreme,fixed,2,107.15653941045892,0.0,1.0,0.7767572095615439,504.375,0.10291666666666667,0.9995831808739191,0.007665833322789695,6.175,17.353285734487276,0,0.0,0,0.07768610000130138
80.0,80.25304494833398,extreme,adaptive,0,152.15952799746216,0.0,1.0,0.6830009833386205,501.875,0.10208333333333333,0.999808898743094,0.007525416678314893,12.25,12.421185958976503,0,0.0,0,0.0782720999995945
80.0,80.25304494833398,extreme,adaptive,1,152.80972469131325,0.0,1.0,0.6816464068930973,501.25,0.10291666666666667,0.9998690590289784,0.00761124993005069,12.35,12.373257060025365,0,0.0,0,0.07883810000021185
80.0,80.25304494833398,extreme,adaptive,2,152.908488345531,0.0,1.0,0.6814406492801437,504.375,0.10291666666666667,0.9996306545727741,0.007441249916458522,12.35,12.381254117047044,0,0.0,0,0.07759919999989506
