target_elev_deg,achieved_elev_deg,weather_state,power_allocator,seed,delivered_gbit,completion_rate,sla_compliance,drop_rate,mean_wait_s,beam_utilization,fairness,mean_decision_ms,energy_kj,gb_per_kj,sessions_interrupted,mean_recovery_s,proactive_handovers,wall_time_s
40.0,39.97485151835689,clear,fixed,1,480.0,1.0,1.0,6.357828776041667e-17,0.0,0.16,1.0,0.0036787500069597927,9.8,48.97959183673469,0,0.0,0,0.04942339999979595
40.0,39.97485151835689,clear,fixed,2,480.0,1.0,1.0,3.1789143880208334e-17,0.0,0.16,1.0,0.004856666707079664,9.8,48.97959183673469,0,0.0,0,0.061247800000273855
40.0,39.97485151835689,clear,adaptive,0,480.0,1.0,1.0,3.1789143880208334e-17,0.0,0.14708333333333334,1.0,0.0036083333573818286,13.451136363636458,35.68471741150604,0,0.0,0,0.05053059999954712
40.0,39.97485151835689,clear,adaptive,1,480.0,1.0,1.0,9.5367431640625e-17,0.0,0.14666666666666667,1.0,0.0036574999209430343,13.491818181818275,35.577117444915864,0,0.0,0,0.05119110000123328
40.0,39.97485151835689,clear,adaptive,2,480.0,1.0,1.0,4.76837158203125e-17,0.0,0.14666666666666667,1.0,0.0036304166769696167,13.452954545454634,35.67989458212941,0,0.0,0,0.05051319999984116
40.0,39.97485151835689,light_rain,fixed,0,480.0,1.0,1.0,7.947285970052083e-17,0.0,0.2,1.0,0.003952083382804025,12.2,39.34426229508197,0,0.0,0,0.05618020000110846
40.0,39.97485151835689,light_rain,fixed,1,480.00000000000006,1.0,1.0,9.5367431640625e-17,0.0,0.2,1.0000000000000002,0.0039604166734837545,12.2,39.344262295081975,0,0.0,0,0.05455889999939245
40.0,39.97485151835689,light_rain,fixed,2,480.0,1.0,1.0,1.2715657552083334e-16,0.0,0.2,1.0,0.0037666666457880638,12.2,39.34426229508197,0,0.0,0,0.05309260000103677
40.0,39.97485151835689,light_rain,adaptive,0,480.0,1.0,1.0,0.0,0.0,0.18083333333333335,0.9999999999999999,0.003640000106012546,18.70159090909095,25.66626563126612,0,0.0,0,0.053776999999172403
40.0,39.97485151835689,light_rain,adaptive,1,480.0,1.0,1.0,6.357828776041667e-17,0.0,0.18,1.0,0.0036754166406656927,18.63613636363641,25.756411663556808,0,0.0,0,0.053493199999138596
40.0,39.97485151835689,light_rain,adaptive,2,480.0,1.0,1.0,1.7484029134114582e-16,0.0,0.18,1.0000000000000002,0.0037483333244381356,18.6879545454546,25.68499398007946,0,0.0,0,0.05406539999967208
40.0,39.97485151835689,heavy_rain,fixed,0,361.4976479248275,0.0,1.0,0.24687990015660935,408.125,0.21625,0.9999180569843398,0.006722916600665485,12.975,27.861090398830637,0,0.0,0,0.0800595999990037
40.0,39.97485151835689,heavy_rain,fixed,1,361.4863589269777,0.0,1.0,0.24690341890212983,409.375,0.21666666666666667,0.999881020669741,0.006840833179921901,13.0,27.806642994382898,0,0.0,0,0.079148200000418
