network,profile,beam_model,beams,station_steps,calls_multi,pct_multi,calls_conflict,pct_conflict,conflict_pairs,total_pairs,min_sep_deg,delivered_reuse,delivered_noreuse,span_gbit,sinr_reuse,sinr_noreuse,inr_reuse,inr_noreuse
india8,congested,A fixed-width,4,4800,298,6.208333333333333,62,20.80536912751678,62,644,0.5449794213983498,2106.3017432061806,2106.3017432061806,0.0,10.173890126580371,8.62596853083926,0.16977788641208716,2.9112148330695167
india8,congested,B broadening,4,4800,319,6.645833333333333,147,46.08150470219436,188,708,0.5449794213983498,2095.883506023074,2039.8160742698074,56.067431753266646,9.380258728360397,6.014455184353883,0.5794839021209274,6.0025020716789
india8,baseline,A fixed-width,4,4800,91,1.8958333333333335,5,5.4945054945054945,5,201,0.5844158428984724,1026.8944358232434,1026.8944358232434,0.0,10.539882032950048,10.340615259297843,0.11478058463873164,0.18913303844219348
india8,baseline,B broadening,4,4800,94,1.9583333333333335,29,30.851063829787233,32,201,0.5844158428984724,1020.799454106183,1012.6663205647702,8.133133541412803,9.847874749038798,8.531457329396833,0.42863598067963965,1.691315619011189
global6,congested,A fixed-width,4,3600,205,5.694444444444445,7,3.414634146341464,7,303,1.7367592314521612,1921.03752132502,1921.0363522284472,0.001169096572766648,9.193113239627767,9.078700487172739,0.06756571410225387,0.12925075072540393
global6,congested,B broadening,4,3600,224,6.222222222222222,22,9.821428571428571,30,324,1.7367592314521612,1920.8244253102512,1920.814117994477,0.010307315774070958,8.792205976756309,8.130808875175536,0.32067063656489864,1.0788737813654314
